solution_id,designation,source_id,ref_epoch,ra,ra_error,dec,parallax,parallax_error,parallax_over_error,pm,pmra,pmdec,pmdec_error,ra_dec_corr,ra_pmdec_corr,dec_pmra_corr,parallax_pmdec_corr,astrometric_n_good_obs_al,astrometric_excess_noise_sig,ruwe,phot_g_mean_mag,bp_rp,radial_velocity,phot_variable_flag,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot,target_id,target_ra,target_dec,target_separation (deg)
1636148068921376768,Gaia DR3 5877725180587262208,5877725180587262208,2016.0,219.90213734370153,3.1070628,-60.835534557966334,,,,,,,,-0.13501218,,,,62,0.0,,18.53974,1.2974043,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,219.902--60.835,219.902,-60.835,5.387317795425508E-4
1636148068921376768,Gaia DR3 5877748648286736896,5877748648286736896,2016.0,219.90254096124144,0.15821569,-60.833410209760274,0.2937405131199831,0.23182581,1.2670742,6.799053,-6.2914905042065605,-2.5776480976254597,0.2054616,-0.08487248,0.09378306,0.25261462,-0.18125527,247,0.479737,1.030629,18.16482,0.5984974,,NOT_AVAILABLE,0,false,false,false,false,false,false,true,,,,,,,,219.902--60.835,219.902,-60.835,0.0016115006736836534
1636148068921376768,Gaia DR3 5877724974431823360,5877724974431823360,2016.0,219.90416885757662,30.159578,-60.8366757536461,,,,,,,,0.053690318,,,,42,0.34126046,,20.252535,0.88633156,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,219.902--60.835,219.902,-60.835,0.0019812160073979642
1636148068921376768,Gaia DR3 5877748648291510656,5877748648291510656,2016.0,219.90189165135337,0.055491466,-60.832662654212065,0.4326525679195034,0.08368601,5.169951,5.175387,-4.483192901489544,-2.5856548698167123,0.07973251,-0.091760986,0.09015624,0.1228256,-0.09494326,352,0.0,0.94586664,16.873463,0.7932415,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,,219.902--60.835,219.902,-60.835,0.002337942150148708
1636148068921376768,Gaia DR3 5877724974431823744,5877724974431823744,2016.0,219.9055902020147,9.127422,-60.83679365042698,,,,,,,,0.61878306,,,,57,4.007043,,20.18516,1.1906853,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,219.902--60.835,219.902,-60.835,0.002505615734378952
